Played_Id,Player,Team,Age,Position,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,Season,Goals_winsorized,Height_winsorized,Weight_winsorized,FatigueInjuryCorrelation_winsorized,PressurePerformanceImpact_winsorized,EffectiveTraining_winsorized
18,Player D,Team C,27,Goalkeeper,7.0,0,3,79.42479896037224,12.784492091546667,59,8,12,3,0.4319450186421157,81,9,19.124463792500336,2019,22.0,177.10767152133843,81.17063406626472,6.918208751956334,3.782608695652174,293.6429551508294
19,Player C,Team A,29,Goalkeeper,7.0,8,0,91.4237840563788,6.297427992240722,21,6,6,9,0.2912291401980419,72,8,17.094934622710376,2022,16.0,198.2407884194627,74.22016890805935,3.9103799462179296,3.117647058823529,132.10243048623974
20,Player B,Team A,34,Defender,6.0,1,0,58.41821816331104,10.983692285235367,4,12,2,9,0.6118528947223795,46,4,10.321264039194151,2021,2.0,168.58940500486253,81.58437857486776,1.5225628583928976,12.938095238095237,138.37564411073296
21,Player A,Team C,21,Goalkeeper,16.0,3,4,82.71051830944711,14.42631773937779,52,0,11,4,0.1394938606520418,59,7,17.180678578273387,2020,43.0,180.66657039375497,102.39912899694735,1.8208493532141103,0.2,464.0486311808399
22,Player B,Team B,19,Defender,12.0,2,0,86.6488735748236,10.494434898921996,11,8,25,5,0.2921446485352181,34,5,18.84373615329821,2021,49.0,181.71163758295984,113.1554200578262,0.7547497563809945,0.4696132596685083,837.2482186220475
23,Player D,Team A,28,Midfielder,9.0,3,0,52.08072602571806,7.855732585777765,20,6,17,5,0.3663618432936917,11,3,19.205536817555817,2022,6.0,182.2737765253825,53.48370376120029,2.316420124697782,10.714285714285714,228.0798266102836
24,Player D,Team C,24,Forward,12.0,6,0,54.8582158521831,6.788021223140033,78,1,8,6,0.4560699842170359,31,2,15.247967760274957,2022,19.0,197.16083542867204,86.68780788588685,0.5931193735607755,0.5,219.66744018602432
25,Player B,Team C,19,Midfielder,9.0,9,2,89.07904402641746,5.269499108682303,23,4,2,8,0.7851759613930136,11,5,8.170499657226697,2021,27.0,188.13827955911438,52.29848003587144,3.4122624734762548,0.4642857142857143,681.7675433240829
26,Player B,Team B,35,Goalkeeper,13.0,1,0,71.99750107310864,11.2324494213694,12,10,23,3,0.1996737821583597,56,0,5.5959373004703625,2020,21.0,178.54703223092713,82.78866815170511,5.193123260474834,2.29,320.0601548130517
27,Player B,Team B,38,Forward,12.0,1,0,83.87518423695902,10.579990690113624,95,9,0,8,0.5142344384136116,38,1,7.208003422402337,2019,21.0,163.54089260858913,111.96979803678305,1.9257844543395144,0.1363636363636363,205.26709411633053
28,Player D,Team A,21,Goalkeeper,6.0,8,0,70.78863826237469,9.617259154113508,25,14,20,0,0.5924145688620425,21,6,19.483203768409183,2019,11.0,184.3599644420772,75.31131864942168,2.900640660825865,7.916666666666667,244.7259628892672
29,Player D,Team B,25,Goalkeeper,6.0,5,4,99.59829121768138,6.937714290675011,39,1,20,8,0.0464504127199977,94,3,11.93145236289154,2020,25.0,171.52847873792425,115.27152947564502,0.0465291608854346,0.0384615384615384,554.0579971779389
30,Player A,Team C,37,Forward,17.0,6,3,88.21922684528215,7.366318666355508,25,6,21,7,0.6075448519014384,10,4,17.824790222480864,2020,21.0,172.00641215074444,91.82019544952817,6.953678348188955,2.0,755.0167432393403
31,Player A,Team C,31,Midfielder,15.0,4,0,89.62968871591761,14.58529003019732,99,8,6,1,0.1705241236872915,26,9,11.975662303374367,2022,9.0,181.78125171618032,101.44896847644426,0.0,7.9,244.66635146603448
32,Player D,Team B,29,Goalkeeper,7.0,4,0,117.12457060391245,5.204040883495347,44,3,18,6,0.0650515929852795,91,0,14.91226375189759,2019,45.0,187.33185338601714,103.00166377887638,6.506969991047501,0.9047619047619048,216.6507697692641
33,Player B,Team B,39,Forward,15.0,3,4,59.61127211699995,8.634346649628178,29,2,11,6,0.9488855372533332,8,1,5.362111656835005,2019,11.0,184.21233435406415,57.24046166541336,3.25790992425034,1.9166666666666667,299.64251034345284
34,Player B,Team B,38,Midfielder,18.0,7,3,107.80679991343354,5.388125049904416,63,5,29,1,0.9656320330745594,8,3,8.747974140790502,2022,14.0,187.9286181397789,66.18059572938739,1.972911029360272,5.133333333333334,593.2966110155483
35,Player A,Team B,35,Defender,14.0,6,4,67.92830681419524,6.915693391464655,72,7,13,7,0.8083973481164611,60,7,11.54403920063884,2019,49.0,184.9508876260341,77.59193182084543,0.2095816121241076,4.166666666666667,95.08385604557026
36,Player D,Team A,28,Midfielder,4.0,9,1,84.33548989896931,14.33136286760815,87,7,12,5,0.3046137691733707,72,9,14.459465707312448,2019,43.0,183.51954715559228,61.90748174084532,0.8100973680511718,0.6842105263157895,485.1644976737443
37,Player A,Team B,25,Midfielder,8.0,1,1,79.86657483474957,6.495627763326034,37,7,4,5,0.0976721140063838,34,3,7.572817820797677,2020,29.0,178.77739448616177,84.64381233436623,0.0,2.8666666666666667,278.6957377950411
38,Player A,Team A,19,Forward,8.0,1,1,94.32396752888748,11.007853084529618,17,4,11,4,0.6842330265121569,16,2,16.46827196405735,2022,19.0,188.8129166591424,82.99577089910434,0.0,0.7,154.8204586039492
39,Player C,Team C,32,Midfielder,14.0,5,0,106.62200036746307,8.469450738347065,8,12,7,7,0.4401524937396013,13,2,10.46607059204356,2020,25.0,181.17742962165107,116.93814386191669,0.1412095264806656,0.5,770.7923346592708
40,Player C,Team B,26,Defender,10.0,0,4,63.729517823234566,11.330481223434576,85,10,5,9,0.1220382348447788,87,4,17.261529038508264,2019,3.0,175.8195630473428,80.36095180271845,7.002849449764515,12.938095238095237,148.99859520495997
41,Player C,Team A,36,Defender,13.0,6,0,85.45564462759539,13.521428585391416,55,12,17,8,0.4951769101112702,76,2,6.469536355926009,2020,23.0,184.41556093117788,104.99387630015984,0.3258859453691256,2.1455128205128204,484.23780667855834
42,Player B,Team B,37,Goalkeeper,17.0,7,1,79.42996004192727,7.865444103738795,37,11,6,4,0.0343885211152183,91,7,15.19634881523558,2020,19.0,184.4157546657621,99.05482491290195,0.942641477230092,2.35,556.9449196041152
43,Player D,Team C,25,Defender,15.0,9,3,79.80024762905967,5.786231321344739,20,5,18,0,0.909320402078782,22,4,9.399924998097651,2019,26.0,180.17221656752773,95.2805464039792,2.9462284112817967,0.6666666666666666,302.2122479566269
44,Player D,Team C,36,Goalkeeper,14.0,7,3,76.73657439330896,7.04179891363218,70,11,14,5,0.2587799816000169,96,6,16.93074761183927,2021,1.0,186.8697936190993,64.60673371581143,4.731417741997298,12.938095238095237,283.6473999868356
45,Player D,Team C,22,Defender,2.0,2,4,50.262977621558754,9.390902134735413,11,12,9,0,0.662522284353982,27,7,11.03255640563616,2021,20.0,162.9898361454526,84.7220925977481,3.347755456783865,2.619047619047619,259.42152659646405
46,Player D,Team B,28,Midfielder,0.0,6,3,93.68776609510093,10.15063862049679,35,1,8,4,0.3117110760894109,64,4,14.980244483953497,2021,18.0,178.42739893928535,74.3417847607148,1.011548256973434,3.473684210526316,207.39049231413884
47,Player C,Team B,32,Goalkeeper,12.0,0,1,97.7793566497256,14.418952720779773,10,5,19,5,0.5200680211778108,2,7,19.0145790295471,2020,27.0,195.6329652604251,90.6794618775861,5.7030210748189365,1.0714285714285714,753.6639538851192
48,Player B,Team A,25,Defender,11.0,2,4,60.11562275433708,5.161019783286869,66,13,15,2,0.5467102793432796,97,2,5.309399480206466,2021,18.0,163.77849703204348,75.25647783720258,1.380165027309072,3.0526315789473686,487.0217152704452
49,Player B,Team C,36,Midfielder,8.0,5,4,92.11163636271318,12.576270731099868,26,12,26,0,0.184854455525527,26,6,5.1667517350156045,2019,3.0,199.5550284855017,107.84514471225027,0.7309535412019448,12.938095238095237,215.19116183605504
50,Player C,Team B,25,Midfielder,1.0,8,1,98.66432258674772,5.725097358486809,62,4,19,1,0.9695846277645586,92,7,16.5541887826507,2021,27.0,197.96277574581688,81.64973385857132,2.5012989175027665,0.5714285714285714,186.2605274345744
51,Player B,Team C,36,Goalkeeper,8.0,4,1,66.34870616824895,5.779221053270395,70,2,3,2,0.7751328233611146,83,6,14.695895772621173,2019,19.0,163.13097922919502,86.65860325712816,0.684445286244838,2.2,517.9687989856204
52,Player C,Team C,35,Forward,7.0,4,1,59.25284142992803,11.54132291779806,65,7,9,2,0.9394989415641892,69,1,9.394695807566489,2020,4.0,182.6930167706917,112.85920058472716,1.7890359726569351,9.2,128.33820801712417
53,Player D,Team A,27,Midfielder,12.0,8,1,115.3370656763444,14.089325566760174,73,3,9,1,0.8948273504276488,97,7,12.415950541613936,2020,6.0,174.5253036103785,54.19854905340616,1.5803159624700522,12.571428571428571,145.88913720470126
54,Player C,Team A,24,Midfielder,12.0,8,4,72.76535458751701,7.876963341451503,66,13,7,5,0.5978999788110851,84,5,5.629034983983031,2019,3.0,193.7883666830345,84.15703478535241,0.657712007200569,8.0,158.85531766336112
55,Player D,Team A,26,Forward,1.0,5,3,63.798032096724114,7.693061789154317,80,1,0,6,0.9218742350231168,30,9,7.886684080418611,2021,10.0,176.73533350853086,104.18431948622812,2.5742430112037207,2.5454545454545454,142.74243618376536
56,Player D,Team A,18,Goalkeeper,10.0,4,1,87.10146333794832,11.177118237859396,64,10,2,4,0.0884925020519195,8,2,11.367445617907512,2019,22.0,177.63420450810062,86.53109189642987,4.751644763609071,3.652173913043478,590.1492627720612
57,Player A,Team C,36,Defender,5.0,9,2,80.86767408154074,12.762808308635655,33,2,23,6,0.1959828624191452,38,3,17.510666243322234,2019,24.0,173.0632760975032,92.80721162303416,3.035934533312502,3.68,325.3599437485875
58,Player C,Team A,22,Defender,6.0,1,4,84.22553565451301,13.689591197249948,76,1,11,2,0.045227288910538,61,6,12.195007742901272,2022,3.0,190.9790967710393,66.76253456741267,5.325239617101471,11.666666666666666,148.4654910708666
59,Player A,Team A,36,Midfielder,2.0,7,0,103.19026046874644,7.497061485849797,77,1,6,4,0.3253303307632643,81,2,13.79543756788968,2019,4.0,178.5677843412255,110.71828792571972,0.904592906442384,12.938095238095237,63.40032197617237
60,Player C,Team A,18,Forward,13.0,7,3,84.30721120184913,12.4019917910108,80,2,21,2,0.388677289689482,65,0,18.106306879906708,2022,19.0,183.72623982108536,72.89697657800555,0.2600540177026345,0.2,294.0074916055285
61,Player C,Team A,32,Midfielder,16.0,6,4,67.11206185385416,8.072120904941325,33,12,22,3,0.2713490317738959,67,5,9.63228370383268,2019,14.0,167.46931976389484,73.03439718306367,3.022706045149638,2.8,556.4605763708114
62,Player A,Team C,33,Goalkeeper,7.0,7,1,65.57501133045614,10.448119202902252,63,6,0,5,0.8287375091519293,46,2,15.51048981653084,2021,20.0,173.83798071452813,91.87357149625254,0.2979561868481649,3.32,372.97624256033566
63,Player A,Team A,24,Midfielder,7.0,2,2,71.42332722801928,6.9085247129408405,16,9,23,3,0.3567533266935893,90,9,17.9250088801738,2019,20.0,173.91874664620866,62.84940356839361,7.853327323859915,2.333333333333333,400.9016013050794
64,Player C,Team C,29,Defender,0.0,2,0,91.88646041952765,6.460020240830737,50,13,19,3,0.2809345096873807,95,5,8.039235510442651,2019,22.0,178.8725044540216,106.1176814912053,7.853327323859915,4.745722495894909,136.1462068718247
65,Player B,Team B,25,Forward,19.0,1,3,96.91355176750082,14.353035501338375,55,0,0,6,0.5426960831582485,72,9,10.347172477217487,2021,9.0,173.36545647504693,79.1642295083588,2.904260636773192,5.333333333333333,629.9537062190866
66,Player D,Team C,22,Goalkeeper,14.0,0,1,103.19494845404084,10.471992504045613,88,9,3,5,0.1409242249747626,43,2,19.697152608340325,2021,15.0,164.2944447380267,74.75465041980772,2.0946878962010294,0.0625,553.6347141100861
67,Player A,Team C,27,Midfielder,8.0,2,4,54.28830686081444,5.045895469930553,93,5,17,0,0.8021969807540397,59,5,19.748278471943166,2019,16.0,165.82514954101805,86.74140526039076,1.6129508240228116,1.9325128205128206,178.2251816349013
68,Player D,Team A,38,Defender,17.0,2,4,96.91492661638048,12.93436544114628,47,10,4,7,0.0745506436797708,46,3,8.348448954409069,2022,9.0,161.3375194224439,91.97481008482764,3.475430023710156,4.7,272.4793335745329
69,Player B,Team B,22,Midfielder,15.0,6,3,54.0214104282069,11.908701320313588,99,0,0,0,0.9868869366005172,72,3,5.996687583389422,2022,10.0,178.80996341315017,89.66672176251151,2.582419765377921,4.434285714285715,276.2515662805013
70,Player B,Team B,34,Defender,5.0,9,2,75.4639628698597,8.258828045774965,61,2,0,8,0.7722447692966574,35,9,9.063824169650792,2019,22.0,198.1779077941196,98.96287506902823,4.184084989196632,2.652173913043478,408.0601878483099
71,Player B,Team B,22,Forward,16.0,8,1,115.1151963875093,9.639642824923234,55,11,4,3,0.1987156815341724,39,9,10.965979359555307,2021,49.0,164.62700894592467,71.54246616254741,6.879411243614943,0.8316831683168316,837.2482186220475
72,Player A,Team B,39,Goalkeeper,12.0,0,3,77.57392702568058,9.498794973126158,10,3,17,6,0.0055221171236023,92,1,11.615084013967454,2021,16.0,197.85057972012328,58.84983590085197,5.978028761037368,5.294117647058823,552.780155254892
73,Player B,Team C,32,Midfielder,16.0,7,3,67.63430989315529,7.747696952085246,84,12,8,4,0.8154614284548342,51,3,14.282094609956356,2022,23.0,189.3344605892837,154.3315486131678,0.136541472350569,2.333333333333333,285.37207587852873
74,Player A,Team B,30,Goalkeeper,15.0,0,4,96.54548432900688,14.80557040097345,19,7,9,9,0.7068573438476171,4,3,18.492541401973195,2019,21.0,167.68157873405477,109.55462678414774,2.9497490452615835,3.2666666666666666,485.0722999954564
75,Player B,Team C,18,Forward,16.0,2,3,98.02531944201044,10.438850827298886,92,1,6,2,0.7290071680409873,80,6,9.955220178607435,2020,49.0,185.8111102129425,67.99043625557026,1.8244912548777088,0.1950207468879668,837.2482186220475
76,Player D,Team C,28,Defender,0.0,3,0,66.53813470672085,13.97279440952669,67,14,14,7,0.7712703466859457,77,4,17.749768032488127,2020,12.0,193.06910593585127,78.49643693106138,0.9395825708079528,3.0,67.33613260178313
77,Player D,Team C,18,Forward,15.0,7,0,93.42120720002876,10.853553856617433,33,6,13,9,0.0740446517340903,84,7,6.402183813899404,2020,24.0,164.27679457519287,106.6611434543291,0.6071611532103061,2.88,526.474069346588
78,Player C,Team B,28,Forward,5.0,0,1,83.92644259379928,11.901831235685057,41,2,3,1,0.3584657285442726,51,6,5.628120484598221,2020,34.0,180.19017294262167,83.55758270366528,0.0,3.8233333333333333,368.8083060008726
79,Player D,Team A,35,Goalkeeper,7.0,1,3,63.72456864494555,5.295424434770871,40,0,13,9,0.1158690595251297,5,9,12.56067774685192,2021,21.0,187.8836455304304,96.16431197613562,3.9886013277954566,4.666666666666667,141.317851459246
80,Player C,Team A,35,Forward,0.0,4,4,97.07163405373625,10.118185493943871,61,5,6,2,0.8631034258755935,55,8,5.894933349959073,2020,14.0,183.47281780294256,52.91222633487249,2.0537960555148467,3.2,97.58585105733826
81,Player D,Team B,38,Midfielder,4.0,5,1,53.15345563166348,12.212767828882392,16,1,7,4,0.6232981268275579,20,7,10.887347018513452,2019,49.0,193.3111628409318,100.5033957913812,4.029485881536225,0.1631205673758865,837.2482186220475
82,Player A,Team A,33,Defender,14.0,4,2,65.89711495984795,6.21863038238032,11,12,23,4,0.3308980248526492,24,8,18.45167175303852,2022,49.0,162.89086836045405,85.32699822782538,0.2446601951874722,6.571428571428571,258.76362893607296
83,Player D,Team A,30,Forward,4.0,2,4,69.81308053574308,11.783249625348516,67,2,7,4,0.0635583502860236,36,0,8.6222455431121,2022,2.0,187.62804157996663,154.3315486131678,2.840020056219337,6.333333333333333,51.75230619788279
84,Player C,Team C,24,Midfielder,19.0,9,2,87.14077598630828,5.84272226933333,40,13,27,6,0.3109823217156622,34,9,15.589636626873547,2021,13.0,181.3611092153887,107.9369794898436,0.2858680204848451,6.857142857142857,211.9091004001922
85,Player C,Team C,18,Defender,14.0,6,1,51.92165132097578,13.070229178088349,13,5,4,7,0.325183322026747,54,2,9.535480885851005,2021,29.0,175.16643455919774,81.58507192948774,1.3046861597440054,1.6666666666666667,375.3218131163269
86,Player B,Team B,33,Goalkeeper,9.0,0,0,94.48884509241626,14.77783840176275,3,2,22,7,0.7296061783380641,34,4,5.673800828632034,2020,8.0,173.61099928936125,60.43628241377734,0.8168574120460156,6.222222222222222,249.78238566117875
87,Player A,Team B,18,Defender,4.0,1,4,82.95514717422404,11.267346011792528,97,11,10,2,0.6375574713552131,83,8,13.35035872115464,2020,2.0,184.8333053109677,118.95236915041718,2.319406702380445,12.938095238095237,97.49812642717792
88,Player D,Team A,34,Goalkeeper,2.0,8,4,63.75114155732548,5.770778927831909,81,4,22,7,0.8872127425763265,17,7,17.522802358051276,2019,5.0,175.03665269420304,154.3315486131678,0.1264541500742573,11.166666666666666,75.86313668840846
89,Player B,Team C,23,Defender,5.0,3,1,84.48648712876418,10.86753449498431,76,13,1,9,0.4722149251619493,5,9,11.142026725139292,2022,19.0,179.8470370440446,103.99195432575098,0.0,0.05,190.3720036142144
90,Player D,Team B,19,Forward,14.0,7,4,76.84619599596141,12.408630797975825,73,2,14,1,0.1195942459383017,89,6,14.259407396871303,2019,8.0,192.9889265630768,78.80581220294474,2.2769615325235755,7.0,433.2212894218106
91,Player D,Team B,34,Goalkeeper,15.0,8,4,66.81378810374248,14.330959962247755,13,11,18,3,0.713244787222995,18,1,18.500353964865887,2022,0.0,221.50724200559276,62.86920088225085,0.0,12.938095238095237,196.11999501825585
92,Player B,Team B,23,Goalkeeper,10.0,6,1,51.42982352024108,5.454586918052208,8,6,26,1,0.7607850486168974,55,5,16.845417691054816,2021,49.0,164.09577851172708,115.89878269929508,0.0,5.555555555555555,236.4445151716349
93,Player B,Team B,31,Goalkeeper,9.0,0,3,77.55503382067712,12.75042308812731,42,6,17,4,0.5612771975694962,53,3,7.90814599089229,2021,11.0,162.46022945834554,87.26457885619973,0.0,1.75,340.5624917199316
94,Player B,Team B,35,Forward,3.0,4,1,54.10907573987525,6.3258170690357485,19,11,14,2,0.770967179954561,50,4,16.00075939047509,2022,3.0,177.93207536908943,109.66488222712395,4.53621622632791,12.938095238095237,60.32611993665924
95,Player B,Team B,23,Forward,10.0,5,4,90.50881779072016,12.905863772293106,0,0,18,9,0.4937955963643907,72,4,12.52839537740228,2019,25.0,175.2060056783068,73.94665040315981,3.4574853517125046,1.4615384615384617,497.7441551218385
96,Player B,Team A,27,Defender,19.0,7,1,54.42628261140516,13.88710285872585,92,5,24,9,0.5227328293819941,91,3,16.189502118291273,2020,37.0,173.48951003343367,90.41126394871412,2.7496730971617085,0.1589403973509933,837.2482186220475
97,Player D,Team C,35,Defender,6.0,9,4,77.4389976997785,13.612428314330243,80,12,6,2,0.4275410183585496,79,3,12.417733257833271,2022,40.0,188.7174809449028,118.98783364718274,0.5256181726468754,0.2439024390243902,837.2482186220475
98,Player B,Team C,26,Forward,14.0,7,2,71.72758960896063,11.5287315745739,71,12,3,4,0.0254191267440951,45,3,6.919372461624542,2020,26.0,189.71286006339463,86.52831339463948,5.878725212936836,1.851851851851852,322.86076394643305
99,Player A,Team B,25,Forward,12.0,8,2,77.81008310585347,10.007656288003105,16,14,13,3,0.1078914269933044,13,1,13.548641700338589,2022,28.0,162.0341587533496,59.84867967025224,3.5686835536658776,1.4827586206896552,719.5717248263184
100,Player C,Team C,27,Goalkeeper,14.0,8,0,51.975394506036295,13.745867124007209,84,2,7,5,0.0314291856867342,16,0,12.382009885960098,2022,16.0,168.8449305155606,65.37722745962952,5.33704253032659,2.9411764705882355,307.86738607780256
101,Player B,Team C,34,Defender,11.0,3,1,60.19162237690366,10.190712602536172,88,6,28,4,0.6364104112637804,86,1,12.768826004621626,2019,29.0,170.970474006356,83.73609955749046,0.4249805243712118,3.2333333333333334,753.2866397551749
102,Player B,Team C,23,Defender,10.0,5,1,59.97505920024835,6.901111279774918,19,0,22,9,0.3143559810763267,84,6,18.183536804688053,2020,7.0,181.9044793657124,52.9729637341888,0.8226765741092358,5.060487225193108,178.79927225489845
103,Player D,Team B,31,Goalkeeper,5.0,2,2,79.9485307345266,14.428330321042347,58,9,9,4,0.5085706911647028,13,0,18.42255570059377,2022,5.0,165.780608956278,82.37737897648103,0.5209373931842484,4.5,138.40642488997946
104,Player B,Team B,39,Goalkeeper,17.0,0,2,63.18177663176907,8.732906598769134,88,2,12,2,0.907566473926093,20,5,11.803056601485777,2020,25.0,165.35764877600002,79.32585894560893,0.4006048076478867,3.230769230769231,819.339751124284
105,Player B,Team C,39,Goalkeeper,5.0,5,2,72.0035615618354,11.243490281584346,84,11,5,3,0.2492922291488749,66,3,11.835980619201326,2020,28.0,170.26979668858303,104.55353857236408,3.146691897959629,2.7586206896551726,837.2482186220475
106,Player B,Team C,23,Midfielder,5.0,0,0,50.91765361492522,6.991458079941903,12,9,3,2,0.4103829230356297,99,1,12.72780438308924,2021,14.0,192.16811629191125,74.84593751424693,0.8018410266062428,4.133333333333334,223.7602651771319
107,Player D,Team B,24,Midfielder,14.0,8,0,92.0272417639676,6.10539635991561,76,1,4,2,0.7555511385430487,47,2,12.793839175013854,2019,0.0,167.2261960836468,118.77841330777196,0.0,12.938095238095237,188.91079306668627
108,Player B,Team A,29,Forward,18.0,5,3,98.57740985604178,10.510384502187822,46,13,9,9,0.2287981654916224,19,6,19.25580716268669,2019,12.0,176.26271231621965,125.30778870212644,1.7277524579465653,6.769230769230769,182.77829474999243
109,Player C,Team C,20,Defender,4.0,0,1,85.16309966540891,10.54594549833534,49,7,23,8,0.0769799098287929,45,5,14.741007010662402,2020,15.0,174.01000180727806,91.36906794776944,1.0257316733930912,5.25,164.66766330516094
110,Player D,Team A,31,Goalkeeper,6.0,2,0,78.02289549210568,8.697423395011974,93,7,12,9,0.289751452913768,37,5,9.16185492331916,2019,1.0,191.6401629626163,90.25555066374486,0.7222538902823181,12.938095238095237,112.17694838439486
111,Player C,Team C,39,Goalkeeper,13.0,0,4,56.10054709601708,8.117385326417182,76,10,18,5,0.1612212872540044,54,7,12.973051954309849,2019,28.0,180.40851665912487,101.37047887957874,0.334460157493174,2.689655172413793,451.93417665910874
112,Player D,Team A,36,Defender,11.0,1,1,72.0200341507,8.74173487534935,39,13,10,9,0.9296976523425732,6,7,14.408353743619744,2021,29.0,165.11398947973868,119.632758164338,2.038445761507658,0.8666666666666667,533.3356156954499
113,Player B,Team A,33,Midfielder,11.0,5,3,72.86608616550379,12.951455998625017,6,8,27,1,0.808120379564417,14,5,14.596575815209468,2019,49.0,189.55968252624976,107.33970464261424,0.6970566209864484,0.5248618784530387,837.2482186220475
114,Player C,Team A,24,Defender,4.0,6,2,70.99381544683521,8.577347919252333,54,12,18,0,0.6334037565104235,4,0,13.77881339357274,2019,22.0,175.87551912899676,88.89924785042109,3.148235121183973,0.8260869565217391,292.7904799124793
115,Player D,Team B,25,Forward,6.0,0,3,68.91517906005205,14.213726736551695,50,8,4,2,0.8714605901877177,86,9,7.66604231932306,2022,1.0,170.5169699052859,83.93189501797843,5.010487115446629,4.0,100.17596417046052
