Played_Id,Player,Team,Age,Position,Assists,YellowCards,RedCards,PassCompletionRate,DistanceCovered,Sprints,ShotsOnTarget,TacklesWon,CleanSheets,PlayerFatigue,MatchPressure,InjuryHistory,TrainingHours,Season,Goals_winsorized,Height_winsorized,Weight_winsorized,FatigueInjuryCorrelation_winsorized,PressurePerformanceImpact_winsorized,EffectiveTraining_winsorized,Goals
18,player d,team c,27,goalkeeper,7,0,3,79.42479896,12.78449209,59,8,12,3,0.431945019,81,9,19,2019,22.0,177.1076715,81.17063407,6.918208752,3.782608696,293.6429552,19.0
19,player c,team a,29,goalkeeper,7,8,0,91.423784058,6.297427992,21,6,6,9,0.29122914,72,8,17,2022,16.0,198.2407884,74.22016891,3.910379946,3.117647059,132.1024305,27.0
20,player b,team a,34,defender,6,1,0,58.41821816,10.98369229,4,12,2,9,0.611852895,46,4,10,2021,2.0,168.589405,81.58437857,1.522562858,12.494047618,138.3756441,21.0
21,player a,team c,21,goalkeeper,16,3,4,82.71051831,14.42631774,52,0,11,4,0.139493861,59,7,17,2020,43.0,180.6665704,102.399129,1.820849353,0.2,464.0486312,11.0
22,player b,team b,19,defender,12,2,0,86.64887357,10.4944349,11,8,25,5,0.292144649,34,5,18,2021,49.0,181.71163762,113.1554201,0.754749756,0.46961326,837.24821875,25.0
23,player d,team a,28,midfielder,9,3,0,52.08072603,7.855732586,20,6,17,5,0.366361843,11,3,19,2022,6.0,182.2737765,53.48370376,2.316420125,10.71428571,228.0798266,21.0
24,player d,team c,24,forward,12,6,0,54.85821585,6.788021223,78,1,8,6,0.456069984,31,2,15,2022,19.0,197.1608354,86.68780789,0.593119374,0.5,219.6674402,9.0
25,player b,team c,19,midfielder,9,9,2,89.07904403,5.269499109,23,4,2,8,0.785175961,11,5,8,2021,27.0,188.13827958,52.29848004,3.412262473,0.464285714,681.7675433,11.0
26,player b,team b,35,goalkeeper,13,1,0,71.99750107,11.23244942,12,10,23,3,0.199673782,56,0,5,2020,21.0,178.5470322,82.78866815,5.19312326,3.2233333333999994,363.02664024,14.0
27,player b,team b,38,forward,12,1,0,83.87518423200001,10.57999069,95,9,0,8,0.514234438,38,1,7,2019,21.0,163.5408926,111.969798,1.925784454,0.136363636,205.2670941,50.0
28,player d,team a,21,goalkeeper,6,8,0,70.78863826199999,9.617259154,25,14,20,0,0.592414569,21,6,19,2019,11.0,184.3599644,75.31131865,2.900640661,7.916666667,244.7259629,29.0
29,player d,team b,25,goalkeeper,6,5,4,99.59829122,6.937714291,39,1,20,8,0.046450413,94,3,11,2020,25.0,171.5284787,115.2715295,0.046529161,0.038461538,554.0579972,25.0
30,player a,team c,37,forward,17,6,3,88.21922685,7.366318666,25,6,21,7,0.607544852,10,4,17,2020,21.0,172.00641216000002,91.820195448,6.953678348,2.0,755.0167432,19.0
31,player a,team c,31,midfielder,15,4,0,89.62968872,14.58529003,99,8,6,1,0.170524124,26,9,11,2022,9.0,181.7812517,101.448968474,0.0,7.9,244.6663515,26.0
32,player d,team b,29,goalkeeper,7,4,0,117.1245706,5.204040883,44,3,18,6,0.065051593,91,0,14,2019,45.0,187.33185338,103.0016638,6.506969991,0.904761905,216.6507698,20.0
33,player b,team b,39,forward,15,3,4,59.61127212,8.63434665,29,2,11,6,0.948885537,8,1,5,2019,11.0,184.212334372,57.24046167,3.257909924,1.916666667,299.6425103,18.0
34,player b,team b,38,midfielder,18,7,3,107.8067999,5.38812505,63,5,29,1,0.965632033,8,3,8,2022,14.0,187.9286181,66.18059573,1.972911029,5.133333333,593.296611,27.0
35,player a,team b,35,defender,14,6,4,64.32410332,6.915693391,72,7,13,7,0.808397348,60,7,11,2019,49.0,184.9508876,77.59193182,0.209581612,4.166666667,95.08385605,18.0
36,player d,team a,28,midfielder,4,9,1,84.3354899,14.33136287,87,7,12,5,0.304613769,72,9,14,2019,43.0,183.51954712000003,61.90748174,0.810097368,0.684210526,485.1644977,3.0
37,player a,team b,25,midfielder,8,1,1,79.866574834,6.495627763,37,7,4,5,0.097672114,34,3,7,2020,29.0,178.7773945,84.64381233,0.0,2.866666667,278.6957378,27.0
38,player a,team a,19,forward,8,1,1,94.32396753,11.00785308,17,4,11,4,0.684233027,16,2,16,2022,19.0,188.8129167,82.9957709,0.0,0.7,154.8204586,19.0
39,player c,team c,32,midfielder,14,5,0,106.6220004,8.469450738,8,12,7,7,0.440152494,13,2,10,2020,25.0,181.1774296,116.9381439,0.141209526,0.5,770.7923347,4.0
40,player c,team b,26,defender,10,0,4,63.72951782,11.33048122,85,10,5,9,0.122038235,87,4,17,2019,3.0,175.819563,80.3609518,7.00284945,12.494047618,148.9985952,6.0
41,player c,team a,36,defender,13,6,0,85.45564462600001,13.52142859,55,12,17,8,0.49517691,76,2,6,2020,23.0,184.41556092,104.9938763,0.325885945,2.1455128206,484.2378066600001,3.0
42,player b,team b,37,goalkeeper,17,7,1,65.768261914,7.865444104,37,11,6,4,0.034388521,91,7,15,2020,19.0,184.4157547,81.94764965,0.942641477,2.35,556.9449196,10.0
43,player d,team c,25,defender,15,9,3,76.012752088,5.786231321,20,5,18,0,0.909320402,22,4,9,2019,26.0,178.15709547999998,70.40553493799999,2.946228411,0.666666667,302.212248,22.0
44,player d,team c,36,goalkeeper,14,7,3,76.73657439,7.041798914,70,11,14,5,0.258779982,96,6,16,2021,1.0,186.8697936,64.60673372,4.731417742,12.494047618,283.6474,24.0
45,player d,team c,22,defender,2,2,4,50.26297762,9.390902135,11,12,9,0,0.662522284,27,7,11,2021,20.0,162.9898361,84.7220926,3.347755457,2.619047619,259.4215266,4.0
46,player d,team b,28,midfielder,0,6,3,93.6877661,10.15063862,35,1,8,4,0.311711076,64,4,14,2021,18.0,178.4273989,74.34178476,1.011548257,3.473684211,207.3904923,19.0
47,player c,team b,32,goalkeeper,12,0,1,97.77935665,14.41895272,10,5,19,5,0.520068021,2,7,19,2020,27.0,195.6329653,90.679461868,5.703021075,1.071428571,753.6639539,14.0
48,player b,team a,25,defender,11,2,4,60.11562275,5.161019783,66,13,15,2,0.546710279,97,2,5,2021,18.0,163.778497,75.25647784,1.380165027,3.052631579,487.0217153,20.0
49,player b,team c,36,midfielder,8,5,4,92.11163636,12.57627073,26,12,26,0,0.184854456,26,6,5,2019,3.0,199.5550285,107.8451447,0.730953541,12.494047618,215.1911618,15.0
50,player c,team b,25,midfielder,1,8,1,98.66432259,5.725097358,62,4,19,1,0.969584628,92,7,16,2021,27.0,197.9627757,81.64973386,2.501298918,0.571428571,186.2605274,9.0
51,player b,team c,36,goalkeeper,8,4,1,66.34870617,5.779221053,70,2,3,2,0.775132823,83,6,14,2019,19.0,163.1309792,86.65860326,0.684445286,2.2,517.968799,22.0
52,player c,team c,35,forward,7,4,1,59.25284143,11.54132292,65,7,9,2,0.939498942,69,1,9,2020,4.0,180.22012718,108.039118958,1.789035973,9.2,128.338208,16.0
53,player d,team a,27,midfielder,12,8,1,115.3370657,14.08932557,73,3,9,1,0.89482735,97,7,12,2020,6.0,174.5253036,54.19854905,1.580315962,12.494047618,145.8891372,23.0
54,player c,team a,24,midfielder,12,8,4,72.76535459,7.876963341,66,13,7,5,0.597899979,84,5,5,2019,3.0,193.7883667,84.15703479,0.657712007,8.0,158.8553177,24.0
55,player d,team a,26,forward,1,5,3,63.7980321,7.693061789,80,1,0,6,0.921874235,30,9,7,2021,10.0,176.7353335,104.1843195,2.574243011,2.545454545,142.7424362,14.0
56,player d,team a,18,goalkeeper,10,4,1,87.10146334,11.17711824,64,10,2,4,0.088492502,8,2,11,2019,22.0,177.6342045,86.53109189599999,4.751644764,3.652173913,590.1492628,60.0
57,player a,team c,36,defender,5,9,2,80.86767408,12.76280831,33,2,23,6,0.195982862,38,3,17,2019,24.0,173.0632761,92.80721162,3.035934533,3.68,325.3599437,2.0
58,player c,team a,22,defender,6,1,4,84.22553565,13.6895912,76,1,11,2,0.045227289,61,6,12,2022,4.0,190.9790968,66.76253457,5.325239617,11.66666667,139.608144584,13.0
59,player a,team a,36,midfielder,2,7,0,103.1902605,7.497061486,77,1,6,4,0.325330331,81,2,13,2019,4.0,190.86048904,110.7182879,0.904592906,12.494047618,63.40032198,29.0
60,player c,team a,18,forward,13,7,3,84.3072112,12.40199179,80,2,21,2,0.38867729,65,0,18,2022,19.0,183.7262398,72.89697658,0.260054018,0.2,294.0074916,8.0
61,player c,team a,32,midfielder,16,6,4,67.11206185,8.072120905,33,12,22,3,0.271349032,67,5,9,2019,14.0,167.4693198,73.03439718,3.022706045,2.8,556.4605764,2.0
62,player a,team c,33,goalkeeper,7,7,1,65.57501133,10.4481192,63,6,0,5,0.828737509,46,2,15,2021,20.0,173.8379807,91.8735715,0.297956187,3.32,372.97624256000006,5.0
63,player a,team a,24,midfielder,7,2,2,71.42332723,6.908524713,16,9,23,3,0.356753327,90,9,17,2019,20.0,173.9187466,62.84940357,7.853327323249999,2.333333333,400.9016013,19.0
64,player c,team c,29,defender,0,2,0,68.96495986199999,6.460020241,50,13,19,3,0.28093451,95,5,8,2019,22.0,178.87250444,106.117681512,7.853327323249999,4.6569129718,136.146206882,8.0
65,player b,team b,25,forward,19,1,3,96.91355177,14.3530355,55,0,0,6,0.542696083,72,9,10,2021,9.0,173.3654565,79.16422951,2.904260637,5.333333333,629.9537062,0.0
66,player d,team c,22,goalkeeper,14,0,1,103.1949485,10.4719925,88,9,3,5,0.140924225,43,2,19,2021,15.0,164.2944447,74.75465042,2.094687896,0.0625,553.6347141,80.0
67,player a,team c,27,midfielder,8,2,4,54.28830686,5.04589547,93,5,17,0,0.802196981,59,5,19,2019,16.0,165.8251495,86.74140526,1.612950824,1.9325128204,178.22518166,11.0
68,player d,team a,38,defender,17,2,4,96.91492662,12.93436544,47,10,4,7,0.074550644,46,3,8,2022,9.0,161.3375194,91.97481008,3.475430024,4.7,272.4793336,3.0
69,player b,team b,22,midfielder,15,6,3,54.02141043,11.90870132,99,0,0,0,0.986886937,72,3,5,2022,10.0,178.8099634,89.66672176,2.582419765,4.4342857142,276.25156624,25.0
70,player b,team b,34,defender,5,9,2,75.463962868,8.258828046,61,2,0,8,0.772244769,35,9,9,2019,22.0,198.1779078,103.839370622,4.184084989,2.652173913,408.0601878,40.0
71,player b,team b,22,forward,16,8,1,115.1151964,9.639642825,55,11,4,3,0.198715682,39,9,10,2021,49.0,164.6270089,71.54246616,6.879411244,0.831683168,837.24821875,26.0
72,player a,team b,39,goalkeeper,12,0,3,77.57392703,9.498794973,10,3,17,6,0.005522117,92,1,11,2021,16.0,197.8505797,58.8498359,5.978028761,5.294117647,552.7801553,28.0
73,player b,team c,32,midfielder,16,7,3,67.63430989,7.747696952,84,12,8,4,0.815461428,51,3,14,2022,23.0,189.3344606,154.33154855200002,0.136541472,2.333333333,285.3720759,16.0
74,player a,team b,30,goalkeeper,15,0,4,96.54548433,14.8055704,19,7,9,9,0.706857344,4,3,18,2019,21.0,167.6815787,109.5546268,2.949749045,3.266666667,485.0723,29.0
75,player b,team c,18,forward,16,2,3,98.02531944,10.43885083,92,1,6,2,0.729007168,80,6,9,2020,49.0,185.8111102,67.99043626,1.824491255,0.195020747,837.24821875,5.0
76,player d,team c,28,defender,0,3,0,66.53813471,13.97279441,67,14,14,7,0.771270347,77,4,17,2020,12.0,193.0691059,78.49643693,0.939582571,3.0,67.3361326,25.0
77,player d,team c,18,forward,15,7,0,93.4212072,10.85355386,33,6,13,9,0.074044652,84,7,6,2020,24.0,164.2767946,106.66114344,0.607161153,2.88,526.4740693,28.0
78,player c,team b,28,forward,5,0,1,83.92644259,11.90183124,41,2,3,1,0.358465729,51,6,5,2020,25.0,180.1901729,96.216038666,0.0,6.0166666664,324.870244282,14.0
79,player d,team a,35,goalkeeper,7,1,3,63.72456864,5.295424435,40,0,13,9,0.11586906,5,9,12,2021,21.0,187.8836455,96.16431198,3.988601328,4.666666667,141.3178515,0.0
80,player c,team a,35,forward,0,4,4,97.07163405,10.11818549,61,5,6,2,0.863103426,55,8,5,2020,14.0,183.4728178,52.91222633,2.053796056,3.2,97.58585106,12.0
81,player d,team b,38,midfielder,4,5,1,53.15345563,12.21276783,16,1,7,4,0.623298127,20,7,10,2019,49.0,193.3111628,100.5033958,4.029485882,0.163120567,837.24821875,15.0
82,player a,team a,33,defender,14,4,2,65.89711496,6.218630382,11,12,23,4,0.330898025,24,8,18,2022,49.0,162.8908684,95.846506522,0.244660195,6.571428571,258.7636289,1.0
83,player d,team a,30,forward,4,2,4,69.81308054,11.78324963,67,2,7,4,0.06355835,36,0,8,2022,2.0,187.6280416,154.33154855200002,2.840020056,6.333333333,51.7523062,28.0
84,player c,team c,24,midfielder,19,9,2,80.808107088,5.842722269,40,13,27,6,0.310982322,34,9,15,2021,13.0,181.3611092,107.9369795,0.28586802,6.857142857,211.9091004,29.0
85,player c,team c,18,defender,14,6,1,51.92165132,13.07022918,13,5,4,7,0.325183322,54,2,9,2021,29.0,175.1664346,81.58507193,1.30468616,1.666666667,375.3218131,22.0
86,player b,team b,33,goalkeeper,9,0,0,94.48884509,14.7778384,3,2,22,7,0.729606178,34,4,5,2020,8.0,173.6109993,60.43628241,0.816857412,6.222222222,249.7823857,1.0
87,player a,team b,18,defender,4,1,4,82.95514717,11.26734601,97,11,10,2,0.637557471,83,8,13,2020,2.0,184.8333053,118.9523692,2.319406702,12.494047618,97.49812643,20.0
88,player d,team a,34,goalkeeper,2,8,4,63.75114156,5.770778928,81,4,22,7,0.887212743,17,7,17,2019,5.0,180.18904984,154.33154855200002,0.12645415,11.16666667,75.86313669,11.0
89,player b,team c,23,defender,5,3,1,84.486487128,10.86753449,76,13,1,9,0.472214925,5,9,11,2022,19.0,179.847037,103.9919543,0.0,0.05,190.3720036,11.0
90,player d,team b,19,forward,14,7,4,76.846196,12.4086308,73,2,14,1,0.119594246,89,6,14,2019,8.0,192.9889266,78.8058122,2.276961533,7.0,433.2212894,25.0
91,player d,team b,34,goalkeeper,15,8,4,66.8137881,14.33095996,13,11,18,3,0.713244787,18,1,18,2022,0.0,221.50724206000004,62.86920088,0.0,12.494047618,196.119995,7.0
92,player b,team b,23,goalkeeper,10,6,1,51.42982352,5.454586918,8,6,26,1,0.760785049,55,5,16,2021,49.0,164.0957785,115.8987827,0.0,5.555555556,236.4445152,11.0
93,player b,team b,31,goalkeeper,9,0,3,77.55503382,12.75042309,42,6,17,4,0.561277198,53,3,7,2021,11.0,162.4602295,87.26457886,0.0,1.75,340.5624917,10.0
94,player b,team b,35,forward,3,4,1,54.10907574,6.325817069,19,11,14,2,0.77096718,50,4,16,2022,3.0,177.93207539999997,109.6648822,4.536216226,12.494047618,60.32611994,1.0
95,player b,team b,23,forward,10,5,4,90.50881779,12.90586377,0,0,18,9,0.493795596,72,4,12,2019,25.0,175.2060057,73.9466504,3.457485352,1.461538462,497.7441551,0.0
96,player b,team a,27,defender,19,7,1,54.42628261,13.88710286,92,5,24,9,0.522732829,91,3,16,2020,37.0,173.48951,90.41126395,2.749673097,0.158940397,837.24821875,25.0
97,player d,team c,35,defender,6,9,4,77.4389977,13.61242831,80,12,6,2,0.427541018,79,3,12,2022,40.0,188.7174809,118.9878336,0.525618173,0.243902439,837.24821875,27.0
98,player b,team c,26,forward,14,7,2,71.72758961,11.52873157,71,12,3,4,0.025419127,45,3,6,2020,26.0,189.7128601,86.52831339,5.878725213,1.851851852,322.8607639,3.0
99,player a,team b,25,forward,12,8,2,77.81008311,10.00765629,16,14,13,3,0.107891427,13,1,13,2022,28.0,162.0341588,59.84867967,3.568683554,1.482758621,719.57172482,8.0
100,player c,team c,27,goalkeeper,14,8,0,51.97539451,13.74586712,84,2,7,5,0.031429186,16,0,12,2022,16.0,168.8449305,65.37722746,5.33704253,2.941176471,307.86738608,26.0
101,player b,team c,34,defender,11,3,1,60.19162238,10.1907126,88,6,28,4,0.636410411,86,1,12,2019,29.0,170.970474,83.73609956,0.424980524,3.233333333,753.2866398,29.0
102,player b,team c,23,defender,10,5,1,59.9750592,6.90111128,19,0,22,9,0.314355981,84,6,18,2020,7.0,181.9044794,52.97296373,0.822676574,5.0604872252,178.79927228,27.0
103,player d,team b,31,goalkeeper,5,2,2,79.94853073,14.42833032,58,9,9,4,0.508570691,13,0,18,2022,5.0,165.780609,82.37737898,0.520937393,4.5,138.4064249,26.0
104,player b,team b,39,goalkeeper,17,0,2,63.18177663,8.732906599,88,2,12,2,0.907566474,20,5,11,2020,25.0,165.3576488,79.32585895,0.400604808,3.230769231,819.3397511,27.0
105,player b,team c,39,goalkeeper,5,5,2,72.00356156800001,11.24349028,84,11,5,3,0.249292229,66,3,11,2020,28.0,170.26979666000005,104.5535386,3.146691898,2.75862069,837.24821875,21.0
106,player b,team c,23,midfielder,5,0,0,50.91765361,6.99145808,12,9,3,2,0.410382923,99,1,12,2021,14.0,192.1681163,74.84593751,0.801841027,4.133333333,223.7602652,25.0
107,player d,team b,24,midfielder,14,8,0,92.02724176,6.10539636,76,1,4,2,0.755551139,47,2,12,2019,0.0,167.2261961,118.7784133,0.0,12.494047618,188.9107931,24.0
108,player b,team a,29,forward,18,5,3,98.57740986,10.5103845,46,13,9,9,0.228798165,19,6,19,2019,12.0,176.2627123,125.3077887,1.727752458,6.769230769,182.7782947,9.0
109,player c,team c,20,defender,4,0,1,85.16309967,10.5459455,49,7,23,8,0.07697991,45,5,14,2020,15.0,174.0100018,91.36906795,1.025731673,5.25,164.6676633,19.0
110,player d,team a,31,goalkeeper,10,2,0,75.52346412400001,8.697423395,93,7,12,9,0.289751453,37,5,9,2019,1.0,191.640163,76.540637262,0.72225389,12.494047618,114.747313956,13.0
111,player c,team c,39,goalkeeper,13,0,4,56.1005471,8.117385326,76,10,18,5,0.161221287,54,7,12,2019,28.0,180.4085167,101.3704789,0.334460157,2.689655172,451.9341766600001,0.0
112,player d,team a,36,defender,12,1,1,72.02003414999999,8.741734875,39,13,10,9,0.929697652,6,7,14,2021,29.0,165.1139895,119.6327582,2.038445762,0.866666667,533.33561568,12.0
113,player b,team a,33,midfielder,11,5,3,72.86608617,12.951456,6,8,27,1,0.80812038,14,5,14,2019,49.0,189.5596825,107.3397046,0.697056621,0.524861878,837.24821875,5.0
114,player c,team a,24,defender,4,6,2,70.99381545,8.577347919,54,12,18,0,0.633403757,4,0,13,2019,22.0,175.8755191,88.89924785,3.148235121,0.826086957,292.79047991999994,16.0
115,player d,team b,25,forward,6,0,3,68.91517906,14.21372674,50,8,4,2,0.87146059,86,9,7,2022,1.0,170.5169699,83.93189502,5.010487115,4.0,100.1759642,7.0
116,player a,team a,35,midfielder,10,9,1,74.837673,6.129624678,75,10,24,2,0.803672077,55,6,5,2022,20.0,175.0199449,74.488758816,1.687658605,0.571428571,412.2366653,27.0
117,player b,team a,30,defender,1,4,2,102.6326518,14.31576295,1,12,4,3,0.186570059,34,7,10,2022,49.0,179.9102625,112.962939856,0.543267554,1.64,256.5728708,10.0
118,player d,team a,38,defender,12,5,3,51.91472984,11.89548006,13,1,0,3,0.892558998,27,4,11,2022,11.0,221.50724206000004,119.2444568,2.53860085,3.75,328.93409818,17.0
119,player a,team c,26,forward,7,3,3,73.424745188,8.443509255,16,6,20,4,0.539342242,7,3,5,2019,11.0,169.6762309,77.75774593,0.074732915,0.833333333,324.9417461,26.0
120,player d,team a,27,defender,12,5,1,59.99992401,5.068552233,76,6,8,3,0.807440155,3,6,17,2020,25.0,175.9400812,119.3642232,0.200817158,1.115384615,731.8107919,20.0
121,player a,team c,38,midfielder,4,4,0,63.90351278,13.02431622,0,3,6,1,0.8960913,47,5,10,2022,7.0,165.10593362,60.91483765,0.464045154,7.375,134.3893823,22.0
122,player b,team a,26,goalkeeper,4,6,4,58.47288098,14.69327463,0,5,8,0,0.318003475,97,5,18,2022,11.0,172.88077456000002,67.74848432,3.695666724,2.333333333,252.0410521,6.0
123,player c,team a,32,goalkeeper,19,3,3,89.444294144,14.82439361,25,0,25,9,0.110051925,2,2,7,2020,20.0,166.8377957,56.23112873,0.183864302,5.1156144058,449.6117258400001,28.0
124,player a,team b,37,goalkeeper,16,0,4,59.29186983,9.234052102,45,13,9,6,0.227935163,80,9,5,2020,10.0,161.7561845,78.11093697,3.233883098,6.454545455,172.2172557,19.0
125,player d,team c,19,midfielder,12,1,1,57.53716298,5.705043955,12,5,29,8,0.427107789,25,3,12,2020,1.0,186.1479477,103.7556286,2.519378618,12.494047618,81.456093872,26.0
126,player b,team a,30,defender,6,5,1,84.311021506,8.137537857,33,14,20,8,0.818014766,60,4,7,2021,0.0,190.9574452,109.7047051,0.261337224,12.494047618,35.35774529,15.0
127,player a,team c,19,defender,5,9,0,75.463962868,8.0974023,61,12,2,0,0.860730583,79,8,19,2020,29.0,192.5531653,93.104398666,5.798156644,0.44,566.9584626,29.0
128,player d,team c,36,defender,9,1,2,87.21333873,6.023812419,72,0,17,8,0.006952131,24,7,5,2019,25.0,179.7403673,93.208597124,0.0,0.153846154,417.9046217,18.0
129,player d,team b,19,defender,15,4,4,97.77749714,10.24716598,50,4,8,0,0.510747303,15,2,11,2019,27.0,168.2147274,85.97765588,0.244475859,0.678571429,565.4791251,8.0
130,player d,team b,20,goalkeeper,15,3,3,95.94826551,11.04578478,82,3,4,0,0.417411003,95,5,18,2021,3.0,182.27002444,99.60930024,0.0,12.494047618,219.8409111,11.0
131,player a,team b,23,midfielder,1,6,2,73.79668913,12.28819078,86,5,10,1,0.22210781,14,9,10,2022,8.0,187.9885231,77.35834845,0.381566404,5.111111111,106.9440242,13.0
132,player a,team b,20,forward,3,3,4,73.06725445,5.510137446,40,10,28,9,0.119865367,54,0,6,2020,26.0,169.8508294,108.8915846,1.104192323,1.851851852,254.7756784,6.0
133,player a,team b,27,midfielder,13,6,4,56.28489476,7.753973298,54,14,0,5,0.337615171,78,2,9,2022,29.0,196.1363102,97.40330658,3.704645025,2.433333333,485.006055,10.0
134,player c,team b,23,defender,4,7,2,81.943354046,8.552035023,27,10,1,8,0.942909704,6,9,12,2019,27.0,164.1748583,106.594708854,6.301033911,0.321428571,579.8724847,17.0
135,player a,team b,33,defender,0,6,2,88.00488986,13.9224136,93,4,17,4,0.323202932,78,6,7,2021,26.0,199.3075296,88.49815706,4.19629372,1.111111111,491.8442091,28.0
136,player a,team b,34,midfielder,10,1,0,69.46154747599999,14.01392012,60,4,27,8,0.518790622,81,6,11,2021,26.0,194.4099124,111.9660289,2.662078473,1.857142857,270.0419311,11.0
137,player a,team a,36,midfielder,12,0,3,61.70818328,7.599718641,6,2,19,8,0.703018959,18,1,17,2022,27.0,187.5159458,81.554951852,0.130597773,0.035714286,585.06025697,2.0
138,player c,team c,20,goalkeeper,2,4,3,73.42683453999999,9.873310574,77,9,13,7,0.363629602,20,2,18,2022,21.0,197.5499955,76.68033574,0.435719642,2.090909091,328.7527181,14.0
139,player a,team b,35,defender,0,6,3,74.99452820600001,9.247563631,1,14,21,6,0.971782083,62,6,5,2020,25.0,188.8924467,104.4349799,1.532952949,0.192307692,412.0256601,18.0
140,player d,team b,24,midfielder,3,0,2,97.04065527,10.26707577,75,1,7,2,0.962447295,81,5,7,2021,49.0,167.6182799,91.848076252,3.336350405,0.110320285,837.24821875,9.0
141,player a,team c,26,defender,8,7,0,64.29146096,7.861147849,1,6,29,9,0.251782296,80,6,9,2019,24.0,177.6862455,70.25919855999999,2.123178918,3.64,235.1788932,8.0
142,player d,team a,37,midfielder,15,2,1,79.80048812,9.629216474,27,9,28,2,0.497248506,40,9,13,2021,9.0,191.40800128,74.24795238,0.0,7.6,395.7580951,3.0
143,player d,team c,29,defender,6,6,0,57.61100145,6.453704092,53,14,28,3,0.30087831,39,8,10,2019,19.0,175.5862969,75.85311182,3.001941912,2.9,230.7680591,18.0
144,player d,team c,22,midfielder,4,2,2,90.13983275,12.09550449,91,11,18,8,0.284840494,52,7,17,2022,13.0,189.6641208,112.2115053,1.584423596,3.5,153.1204164,16.0
